id	label
21.161	Sri Lankan
21.162	Steakhouses
21.163	French Southwest
21.164	Supper Clubs
21.165	Sushi Bars
21.166	Swabian
21.167	Swedish
21.168	Swiss Food
21.169	Syrian
21.17	Beer Hall
21.170	Tabernas
21.171	Taiwanese
21.172	Tapas Bars
21.173	Tapas/Small Plates
21.174	Tavola Calda
21.175	Tex-Mex
21.176	Thai
21.177	American (Traditional)
21.178	Traditional Swedish
21.179	Trattorie
21.18	Beisl
21.180	Turkish
21.180.01	Chee Kufta
21.180.02	Gozleme
21.180.03	Homemade Food
21.180.04	Lahmacun
21.180.05	Ottoman Cuisine
21.180.06	Turkish Ravioli
21.181	Ukrainian
21.182	Uzbek
21.183	Vegan
21.184	Vegetarian
21.185	Venison
21.186	Vietnamese
21.187	Waffles
21.188	Wok
21.189	Wraps
21.19	Belgian
21.19.01	Flemish
21.190	Yugoslav
21.20	Bistros
21.21	Black Sea
21.22	Brasseries
21.23	Brazilian
21.23.01	Brazilian Empanadas
21.23.02	Central Brazilian
21.23.03	Northeastern Brazilian
21.23.04	Northern Brazilian
21.23.05	Rodizios
21.24	Breakfast & Brunch
21.25	British
21.26	Buffets
21.27	Bulgarian
21.28	Burgers
21.29	Burmese
21.30	Cafes
21.30.01	Themed Cafes
21.31	Cafeteria
21.32	Cajun/Creole
21.33	Cambodian
21.34	Canteen
21.35	Caribbean
21.35.01	Dominican
21.35.02	Haitian
21.35.03	Puerto Rican
21.35.04	Trinidadian
21.36	Catalan
21.37	Cheesesteaks
21.38	Chicken Wings
21.39	Chicken Shop
21.40	Chilean
21.41	Chinese
21.41.01	Cantonese
21.41.02	Congee
21.41.03	Dim Sum
21.41.04	Fuzhou
21.41.05	Hainan
21.41.06	Hakka
21.41.07	Henghwa
21.41.08	Hokkien
21.41.09	Hunan
21.41.10	Pekinese
21.41.11	Shanghainese
21.41.12	Szechuan
21.41.13	Teochew
21.42	Comfort Food
21.43	Corsican
21.44	Creperies
21.45	Cuban
21.46	Curry Sausage
21.47	Cypriot
21.48	Czech
21.49	Czech/Slovakian
21.50	Danish
21.51	Delis
21.52	Diners
21.53	Dinner Theater
21.54	Dumplings
21.55	Eastern European
21.56	Parent Cafes
21.57	Ethiopian
21.58	Filipino
21.59	Fischbroetchen
21.60	Fish & Chips
21.61	Flatbread
21.62	Fondue
21.63	Food Court
21.64	Food Stands
21.65	Freiduria
21.66	French
21.66.01	Alsatian
21.66.02	Auvergnat
21.66.03	Berrichon
21.66.04	Bourguignon
21.66.05	Mauritius
21.66.06	Nicoise
21.66.07	Provencal
21.66.08	Reunion
21.67	Galician
21.68	Game Meat
21.69	Gastropubs
21.70	Georgian
21.71	German
21.71.01	Baden
21.71.02	Eastern German
21.71.03	Hessian
21.71.04	Northern German
21.71.05	Palatine
21.71.06	Rhinelandian
21.72	Giblets
21.73	Gluten-Free
21.74	Greek
21.75	Guamanian
21.76	Halal
21.77	Hawaiian
21.78	Heuriger
21.79	Himalayan/Nepalese
21.80	Hong Kong Style Cafe
21.81	Honduran
21.82	Hot Dogs
21.83	Fast Food
21.84	Hot Pot
21.85	Hungarian
21.86	Iberian
21.87	Indonesian
21.88	Indian
21.89	International
21.90	Irish
21.91	Island Pub
21.92	Israeli
21.93	Italian
21.93.01	Abruzzese
21.93.02	Altoatesine
21.93.03	Apulian
21.93.04	Calabrian
21.93.05	Cucina campana
21.93.06	Emilian
21.93.07	Friulan
21.93.08	Ligurian
21.93.09	Lumbard
21.93.10	Napoletana
21.93.11	Piemonte
21.93.12	Roman
21.93.13	Sardinian
21.93.14	Sicilian
21.93.15	Tuscan
21.93.16	Venetian
21.94	Japanese
21.94.01	Blowfish
21.94.02	Conveyor Belt Sushi
21.94.03	Donburi
21.94.03.01	Gyudon
21.94.03.02	Oyakodon
21.94.04	Hand Rolls
21.94.05	Horumon
21.94.06	Izakaya
21.94.07	Japanese Curry
21.94.08	Kaiseki
21.94.09	Kushikatsu
21.94.10	Oden
21.94.11	Okinawan
21.94.12	Okonomiyaki
21.94.13	Onigiri
21.94.14	Ramen
21.94.15	Robatayaki
21.94.16	Soba
21.94.17	Sukiyaki
21.94.18	Takoyaki
21.94.19	Tempura
21.94.20	Teppanyaki
21.94.21	Tonkatsu
21.94.22	Udon
21.94.23	Unagi
21.94.24	Western Style Japanese Food
21.94.25	Yakiniku
21.94.26	Yakitori
21.95	Jewish
21.96	Kebab
21.97	Kopitiam
21.98	Korean
21.99	Kosher
22	Shopping
22.01	Adult
22.02	Antiques
22.03	Arts & Crafts
22.03.01	Art Supplies
22.03.02	Ateliers
22.03.03	Cooking Classes
22.03.04	Costumes
22.03.05	Embroidery & Crochet
22.03.06	Fabric Stores
22.03.07	Framing
22.03.08	Paint-Your-Own Pottery
22.03.09	Cards & Stationery
22.04	Auction Houses
22.05	Baby Gear & Furniture
22.06	Battery Stores
22.07	Bespoke Clothing
22.08	Brewing Supplies
22.09	Bridal
22.10	Cannabis Dispensaries
22.11	Mobile Phone Accessories
22.12	Chinese Bazaar
22.13	Computers
22.14	Concept Shops
22.15	Cosmetics & Beauty Supply
22.16	Customized Merchandise
22.17	Department Stores
22.18	Discount Store
22.19	Drugstores
22.20	Duty-Free Shops
22.21	Electronics
22.22	Farming Equipment
22.23	Fashion
22.23.01	Accessories
22.23.02	Ceremonial Clothing
22.23.03	Children's Clothing
22.23.04	Clothing Rental
22.23.05	Department Stores
22.23.06	Formal Wear
22.23.07	Fur Clothing
22.23.08	Hats
22.23.09	Kimonos
22.23.10	Leather Goods
22.23.11	Lingerie
22.23.12	Maternity Wear
22.23.13	Men's Clothing
22.23.14	Plus Size Fashion
22.23.15	Shoe Stores
22.23.16	Sleepwear
22.23.17	Sports Wear
22.23.17.01	Dance Wear
22.23.18	Stockings
22.23.19	Surf Shop
22.23.20	Swimwear
22.23.21	Traditional Clothing
22.23.22	Used, Vintage & Consignment
22.23.23	Women's Clothing
22.24	Fireworks
22.25	Fitness/Exercise Equipment
22.26	Flea Markets
22.27	Flowers & Gifts
22.27.01	Florists
22.27.02	Gift Shops
22.27.03	Cards & Stationery
22.28	Art Galleries
22.29	Gold Buyers
22.30	Guns & Ammo
22.31	Head Shops
22.32	High Fidelity Audio Equipment
22.33	Hobby Shops
22.34	Home & Garden
22.34.01	Appliances
22.34.02	Candle Stores
22.34.03	Christmas Trees
22.34.04	Furniture Stores
22.34.05	Nurseries & Gardening
22.34.05.01	Hydroponics
22.34.06	Grilling Equipment
22.34.07	Hardware Stores
22.34.08	Holiday Decorations
22.34.09	Home Decor
22.34.10	Hot Tub & Pool
22.34.11	Kitchen & Bath
22.34.12	Linens
22.34.13	Materiale elettrico
22.34.14	Mattresses
22.34.15	Outdoor Furniture Stores
22.34.16	Paint Stores
22.34.17	Playsets
22.34.18	Pumpkin Patches
22.34.19	Rugs
22.34.20	Tableware
22.35	Horse Equipment Shops
22.36	Jewelry
22.37	Kiosk
22.38	Knitting Supplies
22.39	Livestock Feed & Supply
22.40	Luggage
22.41	Market Stalls
22.42	Books, Mags, Music & Video
22.42.01	Bookstores
22.42.02	Comic Books
22.42.03	Newspapers & Magazines
22.42.04	Music & DVDs
22.42.05	Videos & Video Game Rental
22.42.06	Video Game Stores
22.42.07	Vinyl Records
22.43	Medical Supplies
22.44	Military Surplus
22.45	Mobile Phones
22.46	Motorcycle Gear
22.47	Musical Instruments & Teachers
22.48	Office Equipment
22.49	Eyewear & Opticians
22.50	Outlet Stores
22.51	Packing Supplies
22.52	Pawn Shops
22.53	Perfume
22.54	Personal Shopping
22.55	Photography Stores & Services
22.56	Pool & Billiards
22.57	Pop-up Shops
22.58	Props
22.59	Public Markets
22.60	Religious Items
22.61	Safe Stores
22.62	Safety Equipment
22.63	Scandinavian Design
22.64	Shopping Centers
22.65	Souvenir Shops
22.66	Spiritual Shop
22.67	Sporting Goods
22.67.01	Bikes
22.67.02	Dive Shops
22.67.03	Golf Equipment
22.67.04	Hunting & Fishing Supplies
22.67.05	Outdoor Gear
22.67.06	Skate Shops
22.67.07	Ski & Snowboard Shops
22.67.08	Sports Wear
22.67.08.01	Dance Wear
22.68	Tabletop Games
22.69	Teacher Supplies
22.70	Thrift Stores
22.71	Tickets
22.72	Tobacco Shops
22.73	Toy Stores
22.74	Trophy Shops
22.75	Uniforms
22.76	Used Bookstore
22.77	Vape Shops
22.78	Vitamins & Supplements
22.79	Watches
22.80	Wholesale Stores
22.81	Wigs
