id_medic	tags
3400922368016	['10 Syst\xe8me nerveux', '10.3 ANTIEPILEPTIQUES', '10.3.1 ANTIEPILEPTIQUES', '10.3.1.5 DERIVES DU CARBOXAMIDE', '10.3.1.5.2 OXCARBAZEPINE', '10.3.1.5.2.2 OXCARBAZEPINE SANDOZ 300 MG CPR 50']
3400922368993	['10 Syst\xe8me nerveux', '10.3 ANTIEPILEPTIQUES', '10.3.1 ANTIEPILEPTIQUES', '10.3.1.5 DERIVES DU CARBOXAMIDE', '10.3.1.5.2 OXCARBAZEPINE', '10.3.1.5.2.3 OXCARBAZEPINE SANDOZ 600 MG CPR 50']
3400922371085	"['3 Syst\xe8me cardio-vasculaire', '3.9 AGENTS MODIFIANT LES LIPIDES', '3.9.1 AGENTS MODIFIANT LES LIPIDES NON ASSOCIES', ""3.9.1.1 INHIBITEURS DE L'HMG-COA REDUCTASE"", '3.9.1.1.4 ATORVASTATINE', '3.9.1.1.4.47 ATORVASTATINE PFIZER 10 MG CPR 28']"
3400922371436	"['3 Syst\xe8me cardio-vasculaire', '3.9 AGENTS MODIFIANT LES LIPIDES', '3.9.1 AGENTS MODIFIANT LES LIPIDES NON ASSOCIES', ""3.9.1.1 INHIBITEURS DE L'HMG-COA REDUCTASE"", '3.9.1.1.4 ATORVASTATINE', '3.9.1.1.4.48 ATORVASTATINE PFIZER 20 MG CPR 28']"
3400922371955	"['3 Syst\xe8me cardio-vasculaire', '3.9 AGENTS MODIFIANT LES LIPIDES', '3.9.1 AGENTS MODIFIANT LES LIPIDES NON ASSOCIES', ""3.9.1.1 INHIBITEURS DE L'HMG-COA REDUCTASE"", '3.9.1.1.4 ATORVASTATINE', '3.9.1.1.4.49 ATORVASTATINE PFIZER 40 MG CPR 28']"
3400922372556	"['3 Syst\xe8me cardio-vasculaire', '3.9 AGENTS MODIFIANT LES LIPIDES', '3.9.1 AGENTS MODIFIANT LES LIPIDES NON ASSOCIES', ""3.9.1.1 INHIBITEURS DE L'HMG-COA REDUCTASE"", '3.9.1.1.4 ATORVASTATINE', '3.9.1.1.4.50 ATORVASTATINE PFIZER 80 MG CPR 28']"
3400922376110	['13 Organes sensoriels', '13.1 MEDICAMENTS OPHTALMOLOGIQUES', '13.1.4 ANTIGLAUCOMATEUX ET MYOTIQUES', '13.1.4.5 Analogues de la prostaglandine', '13.1.4.5.1 LATANOPROST', '13.1.4.5.1.12 LATANOPROST PFIZER 50 MCG/ML COLLYRE FL 1/2,5 ML']
3400922376288	['13 Organes sensoriels', '13.1 MEDICAMENTS OPHTALMOLOGIQUES', '13.1.4 ANTIGLAUCOMATEUX ET MYOTIQUES', '13.1.4.5 Analogues de la prostaglandine', '13.1.4.5.1 LATANOPROST', '13.1.4.5.1.13 LATANOPROST PFIZER 50 MCG/ML COLLYRE FL 3/2,5 ML']
3400922376639	['7 Anti-infectieux (usage syst\xe9miq', '7.4 ANTIVIRAUX A USAGE SYSTEMIQUE', '7.4.1 ANTIVIRAUX A ACTION DIRECTE', '7.4.1.3 INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES', '7.4.1.3.4 LAMIVUDINE', '7.4.1.3.4.1 LAMIVUDINE MYLAN 150 MG CPR 60']
3400922377001	['7 Anti-infectieux (usage syst\xe9miq', '7.4 ANTIVIRAUX A USAGE SYSTEMIQUE', '7.4.1 ANTIVIRAUX A ACTION DIRECTE', '7.4.1.3 INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES', '7.4.1.3.4 LAMIVUDINE', '7.4.1.3.4.2 LAMIVUDINE MYLAN 300 MG CPR 30']
3400922381480	['10 Syst\xe8me nerveux', '10.3 ANTIEPILEPTIQUES', '10.3.1 ANTIEPILEPTIQUES', '10.3.1.7 AUTRES ANTIEPILEPTIQUES', '10.3.1.7.4 LEVETIRACETAM', '10.3.1.7.4.15 LEVETIRACETAM ACCORD 250 MG CPR 60']
3400922381602	['10 Syst\xe8me nerveux', '10.3 ANTIEPILEPTIQUES', '10.3.1 ANTIEPILEPTIQUES', '10.3.1.7 AUTRES ANTIEPILEPTIQUES', '10.3.1.7.4 LEVETIRACETAM', '10.3.1.7.4.16 LEVETIRACETAM ACCORD 500 MG CPR 60']
3400922382142	['10 Syst\xe8me nerveux', '10.3 ANTIEPILEPTIQUES', '10.3.1 ANTIEPILEPTIQUES', '10.3.1.7 AUTRES ANTIEPILEPTIQUES', '10.3.1.7.4 LEVETIRACETAM', '10.3.1.7.4.17 LEVETIRACETAM ACCORD 1000 MG CPR 60']
3400922384962	['10 Syst\xe8me nerveux', '10.2 ANALGESIQUES', '10.2.3 ANTIMIGRAINEUX', '10.2.3.2 AGONISTES SELECTIFS DES RECEPTEURS 5HT1', '10.2.3.2.4 RIZATRIPTAN', '10.2.3.2.4.7 RIZATRIPTAN ACTAVIS 10 MG CPR DISP 12']
3400922385563	['12 Syst\xe8me respiratoire', '12.3 MEDICAMENTS DU RHUME ET DE LA TOUX', '12.3.2 ANTITUSSIFS, SAUF ASSOCIATIONS AUX EXPECTORANTS', '12.3.2.2 AUTRES ANTITUSSIFS', '12.3.2.2.1 HELICIDINE', '12.3.2.2.1.1 HELICIDINE 10 % SANS SUCRE SIROP 1/125 ML']
3400922385624	['12 Syst\xe8me respiratoire', '12.3 MEDICAMENTS DU RHUME ET DE LA TOUX', '12.3.2 ANTITUSSIFS, SAUF ASSOCIATIONS AUX EXPECTORANTS', '12.3.2.2 AUTRES ANTITUSSIFS', '12.3.2.2.1 HELICIDINE', '12.3.2.2.1.2 HELICIDINE 10 % SANS SUCRE SIROP 1/250 ML']
3400922392486	"['1 Syst\xe8me digestif et m\xe9tabolisme', ""1.2 MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE"", ""1.2.2 MEDICAMENTS POUR L'ULC\xc8RE PEPTIQUE ET LE REFLUX GASTRO-OESOPHAGIEN (RGO)"", '1.2.2.3 INHIBITEURS DE LA POMPE A PROTONS', '1.2.2.3.1 OMEPRAZOLE', '1.2.2.3.1.1 OMEPRAZOLE MYLAN 20 MG GELULE GASTRORESISTANTE 28']"
3400922393087	"['1 Syst\xe8me digestif et m\xe9tabolisme', ""1.2 MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE"", ""1.2.2 MEDICAMENTS POUR L'ULC\xc8RE PEPTIQUE ET LE REFLUX GASTRO-OESOPHAGIEN (RGO)"", '1.2.2.3 INHIBITEURS DE LA POMPE A PROTONS', '1.2.2.3.1 OMEPRAZOLE', '1.2.2.3.1.2 OMEPRAZOLE MYLAN 20 MG GELULE GASTRORESISTANTE 7']"
3400922393438	"['1 Syst\xe8me digestif et m\xe9tabolisme', ""1.2 MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE"", ""1.2.2 MEDICAMENTS POUR L'ULC\xc8RE PEPTIQUE ET LE REFLUX GASTRO-OESOPHAGIEN (RGO)"", '1.2.2.3 INHIBITEURS DE LA POMPE A PROTONS', '1.2.2.3.1 OMEPRAZOLE', '1.2.2.3.1.3 OMEPRAZOLE MYLAN 20 MG CPR GASTRORESISTANT 28']"
3400922394787	['10 Syst\xe8me nerveux', '10.6 PSYCHOANALEPTIQUES', '10.6.1 ANTIDEPRESSEURS', '10.6.1.2 INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE', '10.6.1.2.6 ESCITALOPRAM', '10.6.1.2.6.1 ESCITALOPRAM SANDOZ 5 MG CPR 14']
3400922394909	['10 Syst\xe8me nerveux', '10.6 PSYCHOANALEPTIQUES', '10.6.1 ANTIDEPRESSEURS', '10.6.1.2 INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE', '10.6.1.2.6 ESCITALOPRAM', '10.6.1.2.6.2 ESCITALOPRAM SANDOZ 5 MG CPR 28']
3400922397450	['10 Syst\xe8me nerveux', '10.6 PSYCHOANALEPTIQUES', '10.6.1 ANTIDEPRESSEURS', '10.6.1.2 INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE', '10.6.1.2.6 ESCITALOPRAM', '10.6.1.2.6.3 ESCITALOPRAM SANDOZ 10 MG CPR SEC 28']
3400922399003	['10 Syst\xe8me nerveux', '10.6 PSYCHOANALEPTIQUES', '10.6.1 ANTIDEPRESSEURS', '10.6.1.2 INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE', '10.6.1.2.6 ESCITALOPRAM', '10.6.1.2.6.4 ESCITALOPRAM SANDOZ 15 MG CPR SEC 28']
3400922399980	['10 Syst\xe8me nerveux', '10.6 PSYCHOANALEPTIQUES', '10.6.1 ANTIDEPRESSEURS', '10.6.1.2 INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE', '10.6.1.2.6 ESCITALOPRAM', '10.6.1.2.6.5 ESCITALOPRAM SANDOZ 20 MG CPR SEC 28']
3400922400792	['12 Syst\xe8me respiratoire', '12.4 ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1 ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1.2 DERIVES DE LA PHENOTHIAZINE', '12.4.1.2.4 OXOMEMAZINE', '12.4.1.2.4.2 OXOMEMAZINE SANDOZ 0,33 MG/ML SIROP 1/150 ML']
3400922400853	['12 Syst\xe8me respiratoire', '12.4 ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1 ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1.2 DERIVES DE LA PHENOTHIAZINE', '12.4.1.2.4 OXOMEMAZINE', '12.4.1.2.4.3 OXOMEMAZINE SANDOZ 0,33 MG/ML SOL BUV 1/150 ML']
3400922402406	"['1 Syst\xe8me digestif et m\xe9tabolisme', ""1.2 MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE"", ""1.2.2 MEDICAMENTS POUR L'ULC\xc8RE PEPTIQUE ET LE REFLUX GASTRO-OESOPHAGIEN (RGO)"", '1.2.2.3 INHIBITEURS DE LA POMPE A PROTONS', '1.2.2.3.2 PANTOPRAZOLE', '1.2.2.3.2.1 PANTOPRAZOLE EVOLUGEN 20 MG CPR GASTRORESISTANT 28']"
3400922403526	"['1 Syst\xe8me digestif et m\xe9tabolisme', ""1.2 MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE"", ""1.2.2 MEDICAMENTS POUR L'ULC\xc8RE PEPTIQUE ET LE REFLUX GASTRO-OESOPHAGIEN (RGO)"", '1.2.2.3 INHIBITEURS DE LA POMPE A PROTONS', '1.2.2.3.2 PANTOPRAZOLE', '1.2.2.3.2.2 PANTOPRAZOLE EVOLUGEN 40 MG CPR GASTRORESISTANT 14']"
3400922403816	"['1 Syst\xe8me digestif et m\xe9tabolisme', ""1.2 MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE"", ""1.2.2 MEDICAMENTS POUR L'ULC\xc8RE PEPTIQUE ET LE REFLUX GASTRO-OESOPHAGIEN (RGO)"", '1.2.2.3 INHIBITEURS DE LA POMPE A PROTONS', '1.2.2.3.2 PANTOPRAZOLE', '1.2.2.3.2.3 PANTOPRAZOLE EVOLUGEN 40 MG CPR GASTRORESISTANT 28']"
3400922406947	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.3 ANTAGONISTES DE L'ANGIOTENSINE II, NON ASSOCIES"", ""3.8.3.1 ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES"", '3.8.3.1.3 VALSARTAN', '3.8.3.1.3.15 VALSARTAN CRISTERS 40 MG CPR SEC 30']"
3400922407029	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.3 ANTAGONISTES DE L'ANGIOTENSINE II, NON ASSOCIES"", ""3.8.3.1 ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES"", '3.8.3.1.3 VALSARTAN', '3.8.3.1.3.16 VALSARTAN CRISTERS 40 MG CPR SEC 90']"
3400922407197	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.3 ANTAGONISTES DE L'ANGIOTENSINE II, NON ASSOCIES"", ""3.8.3.1 ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES"", '3.8.3.1.3 VALSARTAN', '3.8.3.1.3.17 VALSARTAN CRISTERS 80 MG CPR SEC 30']"
3400922407258	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.3 ANTAGONISTES DE L'ANGIOTENSINE II, NON ASSOCIES"", ""3.8.3.1 ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES"", '3.8.3.1.3 VALSARTAN', '3.8.3.1.3.18 VALSARTAN CRISTERS 80 MG CPR SEC 90']"
3400922407487	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.3 ANTAGONISTES DE L'ANGIOTENSINE II, NON ASSOCIES"", ""3.8.3.1 ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES"", '3.8.3.1.3 VALSARTAN', '3.8.3.1.3.19 VALSARTAN CRISTERS 160 MG CPR SEC 30']"
3400922407548	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.3 ANTAGONISTES DE L'ANGIOTENSINE II, NON ASSOCIES"", ""3.8.3.1 ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES"", '3.8.3.1.3 VALSARTAN', '3.8.3.1.3.20 VALSARTAN CRISTERS 160 MG CPR SEC 90']"
3400922408439	['5 Syst\xe8me g\xe9nito-urinaire et horm', '5.3 HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE', '5.3.1 CONTRACEPTIFS HORMONAUX A USAGE SYSTEMIQUE', '5.3.1.1 PROGESTATIFS ET ESTROGENES EN ASSOCIATION FIXE', '5.3.1.1.3 LEVONORGESTREL ET ESTROGENE', '5.3.1.1.3.4 ETHINYLESTRADIOL/LEVONORGESTREL TEVA 30 MCG CPR 63']
3400922408897	['9 Syst\xe8me musculo-squelettique', '9.5 MEDICAMENTS POUR LE TRAITEMENT DES DESORDRES OSSEUX', '9.5.1 MEDICAMENTS AGISSANT SUR LA STRUCTURE OSSEUSE ET LA MINERALISATION', '9.5.1.1 DIPHOSPHONATES', '9.5.1.1.7 ZOLEDRONIQUE ACIDE', '9.5.1.1.7.2 ACIDE ZOLEDRONIQUE SANDOZ 4 MG/100 ML SOL INJ PERF FL 1/100 ML']
3400922409498	['12 Syst\xe8me respiratoire', '12.2 MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES', '12.2.4 AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES \xc0 USAGE SYSTEMIQUE', '12.2.4.2 ANTAGONISTES DES RECEPTEURS AUX LEUCOTRI\xc8NES', '12.2.4.2.1 MONTELUKAST', '12.2.4.2.1.7 MONTELUKAST ALMUS 10 MG CPR 28']
3400922410500	['10 Syst\xe8me nerveux', '10.7 AUTRES MEDICAMENTS DU SYSTEME NERVEUX', '10.7.2 MEDICAMENTS UTILISES DANS LES PHENOM\xc8NES DE DEPENDANCE', '10.7.2.1 MEDICAMENTS UTILISES DANS LA DEPENDANCE \xc0 LA NICOTINE', '10.7.2.1.1 NICOTINE', '10.7.2.1.1.5 NICORETTESPRAY 1 MG/DOSE SOL PULV BUCCALE FL 1/150 DOSES']
3400922410678	['10 Syst\xe8me nerveux', '10.7 AUTRES MEDICAMENTS DU SYSTEME NERVEUX', '10.7.2 MEDICAMENTS UTILISES DANS LES PHENOM\xc8NES DE DEPENDANCE', '10.7.2.1 MEDICAMENTS UTILISES DANS LA DEPENDANCE \xc0 LA NICOTINE', '10.7.2.1.1 NICOTINE', '10.7.2.1.1.6 NICORETTESPRAY 1 MG/DOSE SOL PULV BUCCALE FL 2/150 DOSES']
3400922411101	['12 Syst\xe8me respiratoire', '12.4 ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1 ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1.2 DERIVES DE LA PHENOTHIAZINE', '12.4.1.2.4 OXOMEMAZINE', '12.4.1.2.4.4 OXOMEMAZINE H3 FONCIERE 0,33 MG/ML SANS SUCRE SOL BUV 1/150 ML']
3400922412689	['10 Syst\xe8me nerveux', '10.4 ANTIPARKINSONIENS', '10.4.2 DOPAMINERGIQUES', '10.4.2.3 AGONISTES DOPAMINERGIQUES', '10.4.2.3.3 PRAMIPEXOLE', '10.4.2.3.3.1 OPRYMEA 0,18 MG G\xe9 CPR 30']
3400922413051	['10 Syst\xe8me nerveux', '10.4 ANTIPARKINSONIENS', '10.4.2 DOPAMINERGIQUES', '10.4.2.3 AGONISTES DOPAMINERGIQUES', '10.4.2.3.3 PRAMIPEXOLE', '10.4.2.3.3.2 OPRYMEA 0,7 MG G\xe9 CPR 30']
3400922414461	['12 Syst\xe8me respiratoire', '12.4 ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1 ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1.4 AUTRES ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1.4.6 DESLORATADINE', '12.4.1.4.6.19 DASSELTA 5 MG G\xe9 CPR 30']
3400922414690	['10 Syst\xe8me nerveux', '10.5 PSYCHOLEPTIQUES', '10.5.1 ANTIPSYCHOTIQUES', '10.5.1.7 DIAZEPINES, OXAZEPINES ET THIAZEPINES', '10.5.1.7.3 OLANZAPINE', '10.5.1.7.3.8 ZALASTA 5 MG G\xe9 CPR 28']
3400922414751	['10 Syst\xe8me nerveux', '10.5 PSYCHOLEPTIQUES', '10.5.1 ANTIPSYCHOTIQUES', '10.5.1.7 DIAZEPINES, OXAZEPINES ET THIAZEPINES', '10.5.1.7.3 OLANZAPINE', '10.5.1.7.3.9 ZALASTA 7,5 MG G\xe9 CPR 28']
3400922414980	['10 Syst\xe8me nerveux', '10.5 PSYCHOLEPTIQUES', '10.5.1 ANTIPSYCHOTIQUES', '10.5.1.7 DIAZEPINES, OXAZEPINES ET THIAZEPINES', '10.5.1.7.3 OLANZAPINE', '10.5.1.7.3.10 ZALASTA 10 MG G\xe9 CPR 28']
3400922415291	['10 Syst\xe8me nerveux', '10.5 PSYCHOLEPTIQUES', '10.5.1 ANTIPSYCHOTIQUES', '10.5.1.7 DIAZEPINES, OXAZEPINES ET THIAZEPINES', '10.5.1.7.3 OLANZAPINE', '10.5.1.7.3.11 ZALASTA 5 MG G\xe9 CPR DISP 28']
3400922415413	['10 Syst\xe8me nerveux', '10.5 PSYCHOLEPTIQUES', '10.5.1 ANTIPSYCHOTIQUES', '10.5.1.7 DIAZEPINES, OXAZEPINES ET THIAZEPINES', '10.5.1.7.3 OLANZAPINE', '10.5.1.7.3.12 ZALASTA 10 MG G\xe9 CPR DISP 28']
3400922415703	"['2 Sang et organes h\xe9matopoi\xe9tique', '2.1 ANTITHROMBOTIQUES', '2.1.1 ANTITHROMBOTIQUES', ""2.1.1.3 INHIBITEURS DE L'AGREGATION PLAQUETTAIRE, HEPARINE EXCLUE"", '2.1.1.3.1 CLOPIDOGREL', '2.1.1.3.1.2 CLOPIDOGREL KRKA 75 MG CPR 30']"
3400922415932	['10 Syst\xe8me nerveux', '10.7 AUTRES MEDICAMENTS DU SYSTEME NERVEUX', '10.7.2 MEDICAMENTS UTILISES DANS LES PHENOM\xc8NES DE DEPENDANCE', '10.7.2.3 MEDICAMENTS UTILISES DANS LA DEPENDANCE AUX OPIO\xcfDES', '10.7.2.3.1 BUPRENORPHINE', '10.7.2.3.1.1 BUPRENORPHINE EG 0,4 MG CPR 7']
3400922418025	['12 Syst\xe8me respiratoire', '12.2 MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES', '12.2.4 AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES \xc0 USAGE SYSTEMIQUE', '12.2.4.2 ANTAGONISTES DES RECEPTEURS AUX LEUCOTRI\xc8NES', '12.2.4.2.1 MONTELUKAST', '12.2.4.2.1.8 MONTELUKAST ACTAVIS 10 MG CPR 28']
3400922419206	['12 Syst\xe8me respiratoire', '12.2 MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES', '12.2.4 AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES \xc0 USAGE SYSTEMIQUE', '12.2.4.2 ANTAGONISTES DES RECEPTEURS AUX LEUCOTRI\xc8NES', '12.2.4.2.1 MONTELUKAST', '12.2.4.2.1.9 MONTELUKAST EVOLUGEN 10 MG CPR 28']
3400922425009	['10 Syst\xe8me nerveux', '10.7 AUTRES MEDICAMENTS DU SYSTEME NERVEUX', '10.7.4 AUTRES MEDICAMENTS DU SYSTEME NERVEUX', '10.7.4.1 AUTRES MEDICAMENTS DU SYSTEME NERVEUX', '10.7.4.1.1 RILUZOLE', '10.7.4.1.1.3 RILUZOLE ZENTIVA 50 MG CPR 56']
3400922433332	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.4 ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION"", ""3.8.4.1 ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES"", '3.8.4.1.3 IRBESARTAN ET DIURETIQUES', '3.8.4.1.3.33 IRBESARTAN/HYDROCHLOROTHIAZIDE ARROW GENERIQUES 150 MG/12,5 MG CPR 30']"
3400922433790	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.4 ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION"", ""3.8.4.1 ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES"", '3.8.4.1.3 IRBESARTAN ET DIURETIQUES', '3.8.4.1.3.34 IRBESARTAN/HYDROCHLOROTHIAZIDE ARROW GENERIQUES 150 MG/12,5 MG CPR 90']"
3400922434223	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.4 ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION"", ""3.8.4.1 ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES"", '3.8.4.1.3 IRBESARTAN ET DIURETIQUES', '3.8.4.1.3.35 IRBESARTAN/HYDROCHLOROTHIAZIDE ARROW GENERIQUES 300 MG/12,5 MG CPR 30']"
3400922434803	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.4 ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION"", ""3.8.4.1 ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES"", '3.8.4.1.3 IRBESARTAN ET DIURETIQUES', '3.8.4.1.3.36 IRBESARTAN/HYDROCHLOROTHIAZIDE ARROW GENERIQUES 300 MG/12,5 MG CPR 90']"
3400922436524	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.4 ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION"", ""3.8.4.1 ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES"", '3.8.4.1.3 IRBESARTAN ET DIURETIQUES', '3.8.4.1.3.37 IRBESARTAN/HYDROCHLOROTHIAZIDE ARROW GENERIQUES 300 MG/25 MG CPR 30']"
3400922436814	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.4 ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION"", ""3.8.4.1 ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES"", '3.8.4.1.3 IRBESARTAN ET DIURETIQUES', '3.8.4.1.3.38 IRBESARTAN/HYDROCHLOROTHIAZIDE ARROW GENERIQUES 300 MG/25 MG CPR 90']"
3400922437064	['10 Syst\xe8me nerveux', '10.5 PSYCHOLEPTIQUES', '10.5.1 ANTIPSYCHOTIQUES', '10.5.1.7 DIAZEPINES, OXAZEPINES ET THIAZEPINES', '10.5.1.7.3 OLANZAPINE', '10.5.1.7.3.13 OLANZAPINE ZYDUS 5 MG CPR DISP 28']
3400922437934	['10 Syst\xe8me nerveux', '10.5 PSYCHOLEPTIQUES', '10.5.1 ANTIPSYCHOTIQUES', '10.5.1.7 DIAZEPINES, OXAZEPINES ET THIAZEPINES', '10.5.1.7.3 OLANZAPINE', '10.5.1.7.3.14 OLANZAPINE ZYDUS 10 MG CPR DISP 28']
3400922438306	['13 Organes sensoriels', '13.1 MEDICAMENTS OPHTALMOLOGIQUES', '13.1.4 ANTIGLAUCOMATEUX ET MYOTIQUES', '13.1.4.4 BETABLOQUANTS', '13.1.4.4.1 TIMOLOL', '13.1.4.4.1.1 TIMOLOL SANDOZ 0,10 % COLLYRE FL 1/5 ML']
3400922438764	['13 Organes sensoriels', '13.1 MEDICAMENTS OPHTALMOLOGIQUES', '13.1.4 ANTIGLAUCOMATEUX ET MYOTIQUES', '13.1.4.4 BETABLOQUANTS', '13.1.4.4.1 TIMOLOL', '13.1.4.4.1.2 TIMOLOL SANDOZ 0,25 % COLLYRE FL 1/5 ML']
3400922438825	['13 Organes sensoriels', '13.1 MEDICAMENTS OPHTALMOLOGIQUES', '13.1.4 ANTIGLAUCOMATEUX ET MYOTIQUES', '13.1.4.4 BETABLOQUANTS', '13.1.4.4.1 TIMOLOL', '13.1.4.4.1.3 TIMOLOL SANDOZ 0,50 % COLLYRE FL 1/5 ML']
3400922439655	['7 Anti-infectieux (usage syst\xe9miq', '7.4 ANTIVIRAUX A USAGE SYSTEMIQUE', '7.4.1 ANTIVIRAUX A ACTION DIRECTE', '7.4.1.4 INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDES', '7.4.1.4.1 NEVIRAPINE', '7.4.1.4.1.2 NEVIRAPINE MYLAN 200 MG CPR 60']
3400922439716	['13 Organes sensoriels', '13.2 MEDICAMENTS OTOLOGIQUES', '13.2.2 CORTICOIDES ET ANTIINFECTIEUX EN ASSOCIATION', '13.2.2.1 CORTICOIDES ET ANTIINFECTIEUX EN ASSOCIATION', '13.2.2.1.2 DEXAMETHASONE ET ANTIINFECTIEUX', '13.2.2.1.2.1 CILOXADEX 3 MG/1 MG/ML SOL AURIC 1/5 ML']
3400922446400	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.2 INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) EN ASSOCIATION"", ""3.8.2.1 INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET DIURETIQUES"", '3.8.2.1.5 RAMIPRIL ET DIURETIQUES', '3.8.2.1.5.4 RAMIPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 5 MG/12,5 MG CPR 30']"
