tag	name	label
1.9.2.1.1.21	3400935347947	METFORMINE SERVIPHARM 500 MG CPR 90
1.9.2.1.1.22	3400935348319	METFORMINE SERVIPHARM 850 MG CPR 90
1.9.2.1.1.23	3400935444912	METFORMINE EG 500MG CPR 30
1.9.2.1.1.24	3400935601711	GLUCOPHAGE 1 000 MG CPR SEC 30
1.9.2.1.1.25	3400935602312	GLUCOPHAGE 1 000 MG CPR SEC 90
1.9.2.1.1.26	3400935661272	METFORMINE SET 1000 MG CPR SEC 30
1.9.2.1.1.27	3400935661562	METFORMINE SET 1000 MG CPR SEC 90
1.9.2.1.1.28	3400935772374	METFORMINE ARROW 500MG CPR 30
1.9.2.1.1.29	3400935772664	METFORMINE ARROW 850MG CPR 30
1.9.2.1.1.30	3400935835680	METFORMINE ARROW 500MG CPR 90
1.9.2.1.1.31	3400935835802	METFORMINE ARROW 850MG CPR 90
1.9.2.1.1.32	3400936122581	METFORMINE CRISTERS 500MG CPR 30
1.9.2.1.1.33	3400936122871	METFORMINE CRISTERS 500 MG CPR 90
1.9.2.1.1.34	3400936122932	METFORMINE CRISTERS 850MG CPR 30
1.9.2.1.1.35	3400936123243	METFORMINE CRISTERS 850 MG CPR 90
1.9.2.1.1.36	3400936161214	METFORMINE TEVA 500MG CPR 30
1.9.2.1.1.37	3400936161382	METFORMINE TEVA 850MG CPR 30
1.9.2.1.1.38	3400936500174	METFORMINE RPG 1000MG CPR 30
1.9.2.1.1.39	3400936501126	METFORMINE ZYDUS 1000MG CPR 30
1.9.2.1.1.40	3400936501584	METFORMINE ARROW 1000MG CPR 30
1.9.2.1.1.41	3400936501935	METFORMINE EG 1000MG CPR 30
1.9.2.1.1.42	3400936502307	METFORMINE SANDOZ 1000MG CPR 30
1.9.2.1.1.43	3400936502765	METFORMINE RATIOPHARM 1 000MG CPR SEC 30
1.9.2.1.1.44	3400936560727	METFORMINE BGR 1 000 MG CPR 30
1.9.2.1.1.45	3400936595446	METFORMINE SERVIPHARM 850 MG CPR 30
1.9.2.1.1.46	3400936618312	METFORMINE SERVIPHARM 500 MG CPR 30
1.9.2.1.1.47	3400936670877	METFORMINE SANDOZ 1000MG CPR 30
1.9.2.1.1.48	3400936671010	METFORMINE SANDOZ 1000 MG CPR SEC 90
1.9.2.1.1.49	3400936708990	METFORMINE TEVA 1000MG CPR 30
1.9.2.1.1.50	3400936709072	METFORMINE TEVA 1000MG CPR 90
1.9.2.1.1.51	3400936737228	METFORMINE ZENTIVA 850MG CPR 30
1.9.2.1.1.52	3400936753365	METFORMINE RANBAXY 850 MG CPR 30
1.9.2.1.1.53	3400936890312	METFORMINE ZENTIVA 1000MG CPR 30
1.9.2.1.1.54	3400936894624	METFORMINE RANBAXY 500 MG CPR 20
1.9.2.1.1.55	3400937040037	METFORMINE ALTER 1000MG CPR 30
1.9.2.1.1.56	3400937040495	METFORMINE ALTER 1000MG CPR 90
1.9.2.1.1.57	3400937204859	GLUCOPHAGE 500 MG CPR 90
1.9.2.1.1.58	3400937224611	GLUCOPHAGE 850 MG CPR 90
1.9.2.1.1.59	3400937227681	METFORMINE ZYDUS 1000MG CPR 90
1.9.2.1.1.60	3400937235495	METFORMINE SANDOZ 1000MG CPR 90
1.9.2.1.1.61	3400937240758	METFORMINE RATIOPHARM 1 000MG CPR SEC 90
1.9.2.1.1.62	3400937289436	METFORMINE TEVA 500MG CPR 90
1.9.2.1.1.63	3400937289665	METFORMINE TEVA 850MG CPR 90
1.9.2.1.1.64	3400937291736	METFORMINE RATIOPHARM 500MG CPR 90
1.9.2.1.1.65	3400937291965	METFORMINE RATIOPHARM 850MG CPR 90
1.9.2.1.1.66	3400937303484	METFORMINE RPG 1000MG CPR 90
1.9.2.1.1.67	3400937308458	METFORMINE RANBAXY 850 MG CPR 90
1.9.2.1.1.68	3400937308748	METFORMINE RANBAXY 500 MG CPR 90
1.9.2.1.1.69	3400937377355	METFORMINE ZENTIVA 1000MG CPR 90
1.9.2.1.1.70	3400937391603	METFORMINE EG 500MG CPR 90
1.9.2.1.1.71	3400937391771	METFORMINE EG 850MG CPR 90
1.9.2.1.1.72	3400937394444	METFORMINE ARROW 1000MG CPR 90
1.9.2.1.1.73	3400937394505	METFORMINE ARROW 1000 MG CPR SEC 90
1.9.2.1.1.74	3400937399876	METFORMINE BGR 1 000 MG CPR 90
1.9.2.1.1.75	3400937633130	METFORMINE ISOMED 850MG CPR 30
1.9.2.1.1.76	3400937841207	METFORMINE ZENTIVA 850MG CPR 90
1.9.2.1.1.77	3400937946094	METFORMINE MYLAN 1000MG CPR DISP 30
1.9.2.1.1.78	3400937946384	METFORMINE MYLAN 1000 MG CPR DISP 90
1.9.2.1.1.79	3400938007589	METFORMINE MYLAN 500MG CPR DISP 30
1.9.2.1.1.80	3400938007879	METFORMINE MYLAN 500 MG CPR DISP 90
1.9.2.1.1.81	3400938010251	METFORMINE MYLAN 850MG CPR DISP 30
1.9.2.1.1.82	3400938010541	METFORMINE MYLAN 850 MG CPR DISP 90
1.9.2.1.1.83	3400938129748	METFORMINE CRISTERS 1 000 MG CPR 30
1.9.2.1.1.84	3400938130058	METFORMINE CRISTERS 1 000 MG CPR 90
1.9.2.1.1.85	3400938523188	METFORMINE EG 1000MG CPR 90
1.9.2.1.1.86	3400938558487	METFORMINE ISOMED 1000MG CPR 90
1.9.2.1.1.87	3400938653212	METFORMINE ZYDUS 500MG CPR 30
1.9.2.1.1.88	3400938653441	METFORMINE ZYDUS 500MG CPR 90
1.9.2.1.1.89	3400938688689	METFORMINE BIOGARAN 500 MG CPR 30
1.9.2.1.1.90	3400938688740	METFORMINE BIOGARAN 500 MG CPR 90
1.9.2.1.1.91	3400938689860	METFORMINE BIOGARAN 850 MG CPR 90
1.9.2.1.1.92	3400938696264	METFORMINE ALTER 850MG CPR 90
1.9.2.1.1.93	3400938831290	METFORMINE ZYDUS FRANCE 850 MG CPR 30
1.9.2.1.1.94	3400938831580	METFORMINE ZYDUS FRANCE 850 MG CPR 90
1.9.2.1.1.95	3400939015774	GLUCOPHAGE 850 MG PDRE SOL BUV SACHET 30
1.9.2.1.1.96	3400939016085	GLUCOPHAGE 1 000 MG PDRE SOL BUV SACHET 30
1.9.2.1.1.97	3400939241821	METFORMINE AUROBINDO 500 MG CPR 30
1.9.2.1.1.98	3400939242880	METFORMINE AUROBINDO 500 MG CPR 90
1.9.2.1.1.99	3400939243603	METFORMINE AUROBINDO 850 MG CPR 30
1.9.2.1.1.100	3400939244723	METFORMINE AUROBINDO 850 MG CPR 90
1.9.2.1.1.101	3400939245553	METFORMINE AUROBINDO 1 000 MG CPR 30
1.9.2.1.1.102	3400939246154	METFORMINE AUROBINDO 1 000 MG CPR 90
1.9.2.1.1.103	3400939251127	METFORMINE BLUEFISH 500 MG CPR 30
1.9.2.1.1.104	3400939254487	METFORMINE RANBAXY 1000 MG CPR 30
1.9.2.1.1.105	3400939255149	METFORMINE RANBAXY 1000 MG CPR 90
1.9.2.1.1.106	3400939702889	METFORMINE SANDOZ 500 MG CPR 30
1.9.2.1.1.107	3400939703480	METFORMINE SANDOZ 500 MG CPR 90
1.9.2.1.1.108	3400939705903	METFORMINE SANDOZ 850 MG CPR 30
1.9.2.1.1.109	3400939706504	METFORMINE SANDOZ 850 MG CPR 90
1.9.2.1.1.110	3400939717210	METFORMINE BGR 500 MG CPR 30
1.9.2.1.1.111	3400939717449	METFORMINE BGR 500 MG CPR 90
1.9.2.1.1.112	3400939717968	METFORMINE BGR 850 MG CPR 30
1.9.2.1.1.113	3400939718101	METFORMINE BGR 850 MG CPR 90
1.9.2.1.1.114	3400939718330	METFORMINE BIOGARAN 1000 MG CPR 30
1.9.2.1.1.115	3400939718620	METFORMINE BIOGARAN 1000 MG CPR 90
1.9.2.1.1.116	3400941581984	METFORMINE EVOLUGEN 500 MG CPR 30
1.9.2.1.1.117	3400941582356	METFORMINE EVOLUGEN 500 MG CPR 90
1.9.2.1.1.118	3400941583995	METFORMINE EVOLUGEN 850 MG CPR 30
1.9.2.1.1.119	3400941584428	METFORMINE EVOLUGEN 850 MG CPR 90
1.9.2.1.1.120	3400941587030	METFORMINE EVOLUGEN 1000 MG CPR SEC 30
1.9.2.1.1.121	3400941587559	METFORMINE EVOLUGEN 1000 MG CPR SEC 90
1.9.2.1.1.122	3400949120406	METFORMINE MYLAN PHARMA 500 MG CPR 30
1.9.2.1.1.123	3400949121175	METFORMINE MYLAN PHARMA 500 MG CPR 90
1.9.2.1.1.124	3400949123018	METFORMINE MYLAN PHARMA 850 MG CPR 30
1.9.2.1.1.125	3400949123766	METFORMINE MYLAN PHARMA 850 MG CPR 90
1.9.2.1.1.126	3400949125777	METFORMINE MYLAN PHARMA 1000 MG CPR SEC 30
1.9.2.1.1.127	3400949126439	METFORMINE MYLAN PHARMA 1000 MG CPR SEC 90
1.9.2.1.1.128	3400949790388	METFORMINE ACTAVIS 500 MG  CPR 30
1.9.2.1.1.129	3400949791620	METFORMINE ACTAVIS 850 MG  CPR 30
1.9.2.1.1.130	3400949792511	METFORMINE ACTAVIS 850 MG  CPR 90
1.9.2.1.1.131	3400949794980	METFORMINE ACTAVIS 500 MG  CPR 90
1.9.2.1.1.132	3400949796182	METFORMINE ACTAVIS 850 MG  CPR 90
1.9.2.1.1.133	3400949798773	METFORMINE ACTAVIS 1000 MG  CPR SEC 90
1.9.2.1.1.134	3400949800308	MELDASPIN Gé 500 MG CPR 30
1.9.2.1.1.135	9999999999999	INCONNU
1.9.2.2	A10BB	SULFAMIDES, DERIVES DE L'UREE
1.9.2.2.1	A10BB01	GLIBENCLAMIDE
1.9.2.2.1.1	3400930280973	DAONIL 5MG CPR 100
1.9.2.2.1.2	3400930281055	DAONIL 5MG CPR 20
1.9.2.2.1.3	3400931650263	HEMI DAONIL 2,5MG CPR 60
1.9.2.2.1.4	3400936820814	GLIBENCLAMIDE TEVA 2,5MG CPR 60
1.9.2.2.1.5	3400936820982	GLIBENCLAMIDE TEVA 5MG CPR 20
1.9.2.2.1.6	3400937016254	GLIBENCLAMIDE TEVA 5MG CPR 90
1.9.2.2.1.7	3400937200608	DAONIL 5MG CPR 180
1.9.2.2.1.8	3400937321174	GLIBENCLAMIDE BIOGARAN 2,5 MG CPR SEC 60
1.9.2.2.1.9	3400937321464	GLIBENCLAMIDE BIOGARAN 5 MG CPR SEC 20
1.9.2.2.1.10	3400937407083	GLIBENCLAMIDE BIOGARAN 5MG CPR 90
1.9.2.2.1.11	3400937765343	GLIBENCLAMIDE MYLAN 2,5MG CPR 60
1.9.2.2.1.12	3400937765572	GLIBENCLAMIDE MYLAN 5MG CPR 20
1.9.2.2.1.13	3400937765633	GLIBENCLAMIDE MYLAN 5MG CPR 90
1.9.2.2.1.14	3400937826877	GLIBENCLAMIDE MYLAN 5MG CPR 180
1.9.2.2.1.15	3400937938341	GLIBENCLAMIDE MYLAN 2,5MG CPR 180
1.9.2.2.1.16	3400938023039	GLIBENCLAMIDE SANDOZ 2,5MG CPR 60
1.9.2.2.1.17	3400938023329	GLIBENCLAMIDE SANDOZ 5MG CPR 20
1.9.2.2.1.18	3400938023787	GLIBENCLAMIDE SANDOZ 5MG CPR 100
1.9.2.2.1.19	3400938024210	GLIBENCLAMIDE RANBAXY 5MG CPR 20
1.9.2.2.1.20	3400938024678	GLIBENCLAMIDE RANBAXY 5MG CPR 100
1.9.2.2.1.21	3400938025101	GLIBENCLAMIDE RANBAXY 2,5MG CPR 60
1.9.2.2.1.22	3400938577648	GLIBENCLAMIDE EG 5MG CPR 20
1.9.2.2.1.23	3400938577709	GLIBENCLAMIDE EG 5MG CPR 100
1.9.2.2.1.24	3400938752946	GLIBENCLAMIDE TEVA 2,5MG CPR 180
1.9.2.2.1.25	3400938753318	GLIBENCLAMIDE TEVA 5MG CPR 180
1.9.2.2.1.26	3400938980943	GLIBENCLAMIDE ARROW 2,5MG CPR 60
1.9.2.2.1.27	3400938982664	GLIBENCLAMIDE ARROW 5MG CPR 20
1.9.2.2.1.28	3400939082721	GLIBENCLAMIDE ARROW 5MG CPR 100
1.9.2.2.2	A10BB07	GLIPIZIDE
1.9.2.2.2.1	3400931527046	MINIDIAB 5MG CPR 20
1.9.2.2.2.2	3400931527275	MINIDIAB 5MG CPR 100
1.9.2.2.2.3	3400931544654	GLIBENESE 5MG CPR 20
1.9.2.2.2.4	3400931544883	GLIBENESE 5MG CPR 100
1.9.2.2.2.5	3400933953935	OZIDIA 5MG CPR 30
1.9.2.2.2.6	3400933954185	OZIDIA 10MG CPR 30
1.9.2.2.2.7	3400934897054	GLIPIZIDE MYLAN 5MG CPR 30
1.9.2.2.3	A10BB09	GLICLAZIDE
1.9.2.2.3.1	3400926910891	GLICLAZIDE TEVA 60 MG CPR 30
1.9.2.2.3.2	3400926911324	GLICLAZIDE TEVA 60 MG CPR 90
1.9.2.2.3.3	3400926913045	GLICLAZIDE ARROW 60 MG CPR 30
1.9.2.2.3.4	3400926913564	GLICLAZIDE ARROW 60 MG CPR 90
1.9.2.2.3.5	3400926915285	GLICLAZIDE MYLAN PHARMA 60 MG CPR 30
1.9.2.2.3.6	3400926915636	GLICLAZIDE MYLAN PHARMA 60 MG CPR 90
1.9.2.2.3.7	3400927368868	GLICLAZIDE KRKA 30 MG CPR 30
1.9.2.2.3.8	3400927368929	GLICLAZIDE KRKA 30 MG CPR 60
1.9.2.2.3.9	3400927370649	GLICLAZIDE KRKA 60 MG CPR 30
1.9.2.2.3.10	3400927370878	GLICLAZIDE KRKA 60 MG CPR 90
1.9.2.2.3.11	3400927516962	GLICLAZIDE KRKA 30 MG CPR 180
1.9.2.2.3.12	3400927586231	GLICLAZIDE BIOGARAN 60 MG CPR SEC 30
1.9.2.2.3.13	3400927586750	GLICLAZIDE BIOGARAN 60 MG CPR SEC 90
1.9.2.2.3.14	3400927729652	GLICLAZIDE EG LABO LABORATOIRES EUROGENERICS 30 MG CPR 30
1.9.2.2.3.15	3400927729881	GLICLAZIDE EG LABO LABORATOIRES EUROGENERICS 30 MG CPR 60
1.9.2.2.3.16	3400927730023	GLICLAZIDE EG LABO LABORATOIRES EUROGENERICS 30 MG CPR 180
1.9.2.2.3.17	3400930010822	GLICLAZIDE EG 60 MG CPR SEC 30
1.9.2.2.3.18	3400930010853	GLICLAZIDE EG 60 MG CPR SEC 90
1.9.2.2.3.19	3400930046760	GLICLAZIDE MYLAN PHARMA 60 MG CPR 30
1.9.2.2.3.20	3400933814687	DIAMICRON 60 MG CPR SEC 30
1.9.2.2.3.21	3400933823382	DIAMICRON 60 MG CPR SEC 90
1.9.2.2.3.22	3400934902819	GLICLAZIDE BIOGARAN 80MG CPR 20
1.9.2.2.3.23	3400934902987	GLICLAZIDE BIOGARAN 80MG CPR 60
1.9.2.2.3.24	3400935105752	GLICLAZIDE MYLAN 80MG CPR 20
1.9.2.2.3.25	3400935105813	GLICLAZIDE MYLAN 80MG CPR 60
1.9.2.2.3.26	3400935253064	GLICLAZIDE RATIOPHARM 80MG CPR 20
1.9.2.2.3.27	3400935253125	GLICLAZIDE RATIOPHARM 80MG CPR 60
1.9.2.2.3.28	3400935253293	GLICLAZIDE EG 80MG CPR 20
1.9.2.2.3.29	3400935253354	GLICLAZIDE EG 80MG CPR 60
1.9.2.2.3.30	3400935419897	GLICLAZIDE SERVIER 30 MG CPR 30
1.9.2.2.3.31	3400935420039	GLICLAZIDE SERVIER 30 MG CPR 60
1.9.2.2.3.32	3400935637321	GLICLAZIDE ARROW 80MG CPR 20
1.9.2.2.3.33	3400935823106	GLICLAZIDE ARROW 80MG CPR 60
1.9.2.2.3.34	3400936145306	GLICLAZIDE TEVA 80MG CPR 20
1.9.2.2.3.35	3400936145474	GLICLAZIDE TEVA 80MG CPR 60
1.9.2.2.3.36	3400936745780	GLICLAZIDE ZENTIVA 80 MG CPR SEC 20
1.9.2.2.3.37	3400936745841	GLICLAZIDE ZENTIVA 80 MG CPR SEC 60
1.9.2.2.3.38	3400936818453	GLICLAZIDE SANDOZ 80MG CPR 20
1.9.2.2.3.39	3400936818514	GLICLAZIDE SANDOZ 80MG CPR 60
1.9.2.2.3.40	3400937226271	GLICLAZIDE SERVIER 30 MG CPR 180
1.9.2.2.3.41	3400937288606	GLICLAZIDE TEVA 80 MG CPR SEC 180
1.9.2.2.3.42	3400937529013	GLICLAZIDE ISOMED 30 MG CPR LM 30
1.9.2.2.3.43	3400937529242	GLICLAZIDE ISOMED 30 MG CPR LM 60
1.9.2.2.3.44	3400937733755	GLICLAZIDE MYLAN 80 MG CPR SEC 180
1.9.2.2.3.45	3400937842846	GLICLAZIDE BIOGARAN 80 MG CPR SEC 180
1.9.2.2.3.46	3400938561388	GLICLAZIDE EG 30 MG CPR 30
1.9.2.2.3.47	3400938561678	GLICLAZIDE EG 30 MG CPR 60
1.9.2.2.3.48	3400938562101	GLICLAZIDE EG 30 MG CPR 180
1.9.2.2.3.49	3400938563160	GLICLAZIDE SANDOZ 30 MG CPR 30
1.9.2.2.3.50	3400938563399	GLICLAZIDE SANDOZ 30 MG CPR 60
1.9.2.2.3.51	3400938563801	GLICLAZIDE SANDOZ 30 MG CPR 180
1.9.2.2.3.52	3400938564631	GLICLAZIDE TEVA 30 MG CPR 30
1.9.2.2.3.53	3400938564921	GLICLAZIDE TEVA 30 MG CPR 60
1.9.2.2.3.54	3400938565522	GLICLAZIDE TEVA 30 MG CPR 180
1.9.2.2.3.55	3400938566352	GLICLAZIDE RATIOPHARM 30 MG CPR 30
1.9.2.2.3.56	3400938566581	GLICLAZIDE RATIOPHARM 30 MG CPR 60
1.9.2.2.3.57	3400938567014	GLICLAZIDE RATIOPHARM 30 MG CPR 180
1.9.2.2.3.58	3400938567991	GLICLAZIDE MYLAN 30 MG CPR 30
1.9.2.2.3.59	3400938568134	GLICLAZIDE MYLAN 30 MG CPR 60
1.9.2.2.3.60	3400938568714	GLICLAZIDE MYLAN 30 MG CPR 180
1.9.2.2.3.61	3400939049892	GLICLAZIDE BGR 30 MG CPR 30
1.9.2.2.3.62	3400939050034	GLICLAZIDE BGR 30 MG CPR 60
1.9.2.2.3.63	3400941899973	GLICLAZIDE BGR 30 MG CPR 180
1.9.2.2.3.64	3400949000241	DIAMICRON 60 MG CPR SEC 90
1.9.2.2.3.65	3400949000418	DIAMICRON 60 MG CPR SEC 90
1.9.2.2.3.66	3400949007752	DIAMICRON 30 MG CPR 60
1.9.2.2.3.67	3400949016228	DIAMICRON 60 MG CPR SEC 30
1.9.2.2.3.68	3400949016396	DIAMICRON 60 MG CPR SEC 90
1.9.2.2.3.69	3400949020010	DIAMICRON 60 MG CPR SEC 30
1.9.2.2.3.70	3400949022779	DIAMICRON 60 MG CPR SEC 30
1.9.2.2.3.71	3400949142927	GLICLAZIDE RPG 30 MG CPR 30
1.9.2.2.3.72	3400949143177	GLICLAZIDE RPG 30 MG CPR 60
1.9.2.2.3.73	3400949144587	GLICLAZIDE ARROW 30 MG CPR LP 30
1.9.2.2.3.74	3400949144709	GLICLAZIDE ARROW 30 MG CPR LP 60
1.9.2.2.3.75	3400949145300	GLICLAZIDE ARROW 30 MG CPR LP 180
1.9.2.2.3.76	3400949722891	GLICLAZIDE ZENTIVA 30 MG CPR 30
1.9.2.2.3.77	3400949723034	GLICLAZIDE ZENTIVA 30 MG CPR 60
1.9.2.2.3.78	3400949723782	GLICLAZIDE ZENTIVA 30 MG CPR 180
1.9.2.2.3.79	3400949737161	GLICLAZIDE ZYDUS 30 MG CPR 30
1.9.2.2.3.80	3400949737390	GLICLAZIDE ZYDUS 30 MG CPR 60
1.9.2.2.3.81	3400949737970	GLICLAZIDE ZYDUS 30 MG CPR 180
1.9.2.2.4	A10BB12	GLIMEPIRIDE
1.9.2.2.4.1	3400922062723	GLIMEPIRIDE EVOLUGEN 1 MG CPR 30
1.9.2.2.4.2	3400922063034	GLIMEPIRIDE EVOLUGEN 1 MG CPR 90
1.9.2.2.4.3	3400922063492	GLIMEPIRIDE EVOLUGEN 2 MG CPR 30
1.9.2.2.4.4	3400922063782	GLIMEPIRIDE EVOLUGEN 2 MG CPR 90
1.9.2.2.4.5	3400922064093	GLIMEPIRIDE EVOLUGEN 3 MG CPR 30
1.9.2.2.4.6	3400922064444	GLIMEPIRIDE EVOLUGEN 3 MG CPR 90
1.9.2.2.4.7	3400922065274	GLIMEPIRIDE EVOLUGEN 4 MG CPR 30
1.9.2.2.4.8	3400922065625	GLIMEPIRIDE EVOLUGEN 4 MG CPR 90
1.9.2.2.4.9	3400934210211	AMAREL 1MG CPR 30
1.9.2.2.4.10	3400934210389	AMAREL 2MG CPR 30
1.9.2.2.4.11	3400934210440	AMAREL 3MG CPR 30
1.9.2.2.4.12	3400934210501	AMAREL 4MG CPR 30
1.9.2.2.4.13	3400936685147	AMAREL 1MG CPR 90
1.9.2.2.4.14	3400936685666	AMAREL 2MG CPR 90
1.9.2.2.4.15	3400936686038	AMAREL 3MG CPR 90
1.9.2.2.4.16	3400936686557	AMAREL 4MG CPR 90
1.9.2.2.4.17	3400937052733	GLIMEPIRIDE ZENTIVA 1MG CPR 30
1.9.2.2.4.18	3400937061957	GLIMEPIRIDE ZENTIVA 1MG CPR 90
1.9.2.2.4.19	3400937062329	GLIMEPIRIDE ZENTIVA 2MG CPR 30
1.9.2.2.4.20	3400937062787	GLIMEPIRIDE ZENTIVA 3MG CPR 30
1.9.2.2.4.21	3400937063098	GLIMEPIRIDE ZENTIVA 2MG CPR 90
1.9.2.2.4.22	3400937063210	GLIMEPIRIDE ZENTIVA 4MG CPR 30
1.9.2.2.4.23	3400937092425	GLIMEPIRIDE BGR 2MG CPR 30
1.9.2.2.4.24	3400937118712	GLIMEPIRIDE ZENTIVA 3MG CPR 90
1.9.2.2.4.25	3400937118880	GLIMEPIRIDE ZENTIVA 4MG CPR 90
1.9.2.2.4.26	3400937186896	GLIMEPIRIDE BGR 1MG CPR 30
1.9.2.2.4.27	3400937187268	GLIMEPIRIDE BGR 1MG CPR 90
1.9.2.2.4.28	3400937189620	GLIMEPIRIDE BGR 2MG CPR 90
1.9.2.2.4.29	3400937189910	GLIMEPIRIDE BGR 3MG CPR 30
1.9.2.2.4.30	3400937190398	GLIMEPIRIDE BGR 3MG CPR 90
1.9.2.2.4.31	3400937190688	GLIMEPIRIDE BGR 4MG CPR 30
1.9.2.2.4.32	3400937190978	GLIMEPIRIDE BGR 4MG CPR 90
1.9.2.2.4.33	3400937195133	GLIMEPIRIDE MYLAN 1MG CPR 30
1.9.2.2.4.34	3400937195591	GLIMEPIRIDE MYLAN 1MG CPR 90
1.9.2.2.4.35	3400937195881	GLIMEPIRIDE MYLAN 2MG CPR 30
1.9.2.2.4.36	3400937244541	GLIMEPIRIDE MYLAN 2MG CPR 90
1.9.2.2.4.37	3400937244831	GLIMEPIRIDE MYLAN 3MG CPR 30
1.9.2.2.4.38	3400937245203	GLIMEPIRIDE MYLAN 3MG CPR 90
1.9.2.2.4.39	3400937245661	GLIMEPIRIDE MYLAN 4MG CPR 30
1.9.2.2.4.40	3400937245951	GLIMEPIRIDE MYLAN 4MG CPR 90
1.9.2.2.4.41	3400937248273	GLIMEPIRIDE RATIO 3MG CPR 30
1.9.2.2.4.42	3400937469067	GLIMEPIRIDE RANBAXY 1 MG CPR 30
1.9.2.2.4.43	3400937469357	GLIMEPIRIDE RANBAXY 1 MG CPR 90
1.9.2.2.4.44	3400937469647	GLIMEPIRIDE RANBAXY 2 MG CPR 30
1.9.2.2.4.45	3400937469937	GLIMEPIRIDE RANBAXY 2 MG CPR 90
1.9.2.2.4.46	3400937470247	GLIMEPIRIDE RANBAXY 3 MG CPR 30
1.9.2.2.4.47	3400937470537	GLIMEPIRIDE RANBAXY 3 MG CPR 90
1.9.2.2.4.48	3400937470995	GLIMEPIRIDE RANBAXY 4 MG CPR 30
1.9.2.2.4.49	3400937471367	GLIMEPIRIDE RANBAXY 4 MG CPR 90
1.9.2.2.4.50	3400937471657	GLIMEPIRIDE EG 1MG CPR 30
1.9.2.2.4.51	3400937471947	GLIMEPIRIDE EG 1MG CPR 90
1.9.2.2.4.52	3400937472258	GLIMEPIRIDE EG 2MG CPR 30
1.9.2.2.4.53	3400937472548	GLIMEPIRIDE EG 2MG CPR 90
1.9.2.2.4.54	3400937472838	GLIMEPIRIDE EG 3MG CPR 30
1.9.2.2.4.55	3400937479981	GLIMEPIRIDE EG 3MG CPR 90
1.9.2.2.4.56	3400937480291	GLIMEPIRIDE EG 4MG CPR 30
1.9.2.2.4.57	3400937480581	GLIMEPIRIDE EG 4MG CPR 90
1.9.2.2.4.58	3400937480642	GLIMEPIRIDE SANDOZ 1 MG CPR 30
1.9.2.2.4.59	3400937480871	GLIMEPIRIDE SANDOZ 2 MG CPR 30
1.9.2.2.4.60	3400937481014	GLIMEPIRIDE SANDOZ 3 MG CPR 30
1.9.2.2.4.61	3400937481243	GLIMEPIRIDE SANDOZ 4 MG CPR 30
1.9.2.2.4.62	3400937492539	GLIMEPIRIDE SANDOZ 4 MG CPR 90
1.9.2.2.4.63	3400937492768	GLIMEPIRIDE SANDOZ 3 MG CPR 90
1.9.2.2.4.64	3400937492829	GLIMEPIRIDE SANDOZ 2 MG CPR 90
1.9.2.2.4.65	3400937492997	GLIMEPIRIDE SANDOZ 1 MG CPR 90
1.9.2.2.4.66	3400937582520	GLIMEPIRIDE ARROW 2 MG CPR 30
1.9.2.2.4.67	3400937582810	GLIMEPIRIDE ARROW 2 MG CPR 90
1.9.2.2.4.68	3400937583060	GLIMEPIRIDE ARROW 4 MG CPR 30
1.9.2.2.4.69	3400937583350	GLIMEPIRIDE ARROW 4 MG CPR 90
1.9.2.2.4.70	3400937584012	GLIMEPIRIDE ARROW 3 MG CPR 30
1.9.2.2.4.71	3400937584302	GLIMEPIRIDE ARROW 3 MG CPR 90
1.9.2.2.4.72	3400937584531	GLIMEPIRIDE ARROW 1 MG CPR 30
1.9.2.2.4.73	3400937584999	GLIMEPIRIDE ARROW 1 MG CPR 90
1.9.2.2.4.74	3400937657433	GLIMEPIRIDE MYLAN PHARMA 4 MG CPR 30
1.9.2.2.4.75	3400937657891	GLIMEPIRIDE MYLAN PHARMA 4 MG CPR 90
1.9.2.2.4.76	3400937658553	GLIMEPIRIDE MYLAN PHARMA 3 MG CPR 30
1.9.2.2.4.77	3400937658843	GLIMEPIRIDE MYLAN PHARMA 3 MG CPR 90
1.9.2.2.4.78	3400937658904	GLIMEPIRIDE MYLAN PHARMA 2 MG CPR 30
1.9.2.2.4.79	3400937659215	GLIMEPIRIDE MYLAN PHARMA 2 MG CPR 90
1.9.2.2.4.80	3400937659383	GLIMEPIRIDE MYLAN PHARMA 1 MG CPR 30
1.9.2.2.4.81	3400937659673	GLIMEPIRIDE MYLAN PHARMA 1 MG CPR 90
1.9.2.2.4.82	3400938016284	GLIMEPIRIDE TEVA SANTE 1 MG CPR 30
1.9.2.2.4.83	3400938016574	GLIMEPIRIDE TEVA SANTE 1 MG CPR 90
1.9.2.2.4.84	3400938016925	GLIMEPIRIDE TEVA SANTE 2 MG CPR 30
1.9.2.2.4.85	3400938017236	GLIMEPIRIDE TEVA SANTE 2 MG CPR 90
1.9.2.2.4.86	3400938017694	GLIMEPIRIDE TEVA SANTE 3 MG CPR 30
1.9.2.2.4.87	3400938017984	GLIMEPIRIDE TEVA CLASSICS 3 MG CPR 90
1.9.2.2.4.88	3400938018295	GLIMEPIRIDE TEVA SANTE 4 MG CPR 30
1.9.2.2.4.89	3400938018585	GLIMEPIRIDE TEVA SANTE 4 MG CPR 90
1.9.2.2.4.90	3400938260311	GLIMEPIRIDE ZYDUS 1MG CPR 30
1.9.2.2.4.91	3400938260489	GLIMEPIRIDE ZYDUS 1MG CPR 90
