EP_ID	NAME_FULL	COUNTRY	NATIONAL_PARTY	GROUPE_ID	GENDER	BIRTHDATE	GEOSIZE	POP16	POP16_PERCENTAGE	GDP_BILLIONS	LANGUAGES	POLITICAL_SYS	NB_SEATS_IN_EU	CURRENCY	SCHENGEN_MEMBER	SCHENGEN_MEMBER_SINCE	EU_MEMBER_SINCE
0282202	Ingeborg GRÄSSLE	Germany	Christlich Demokratische Union Deutschlands	PPE	F	1961-03-02 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0282232	Andreas SCHWAB	Germany	Christlich Demokratische Union Deutschlands	PPE	M	1973-04-09 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0282242	Markus PIEPER	Germany	Christlich Demokratische Union Deutschlands	PPE	M	1963-05-15 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0282252	Herbert REUL	Germany	Christlich Demokratische Union Deutschlands	PPE	M	1952-08-31 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0282262	Christian EHLER	Germany	Christlich Demokratische Union Deutschlands	PPE	M	1963-08-17 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0282282	Albert DESS	Germany	Christlich-Soziale Union in Bayern e.V.	PPE	M	1947-04-17 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0282292	Manfred WEBER	Germany	Christlich-Soziale Union in Bayern e.V.	PPE	M	1972-07-14 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0282331	Rebecca HARMS	Germany	Bündnis 90/Die Grünen	Verts/ALE	F	1956-12-07 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0282381	Michael CRAMER	Germany	Bündnis 90/Die Grünen	Verts/ALE	M	1949-06-16 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0282401	Helga TRÜPEL	Germany	Bündnis 90/Die Grünen	Verts/ALE	F	1958-07-21 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0282422	Alexander Graf LAMBSDORFF	Germany	Freie Demokratische Partei	ALDE	M	1966-11-05 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0282442	Wolf KLINZ	Germany	Freie Demokratische Partei	ALDE	M	1941-09-13 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0282483	Gabriele ZIMMER	Germany	DIE LINKE.	GUE/NGL	F	1955-05-07 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0282512	Jörg LEICHTFRIED	Austria	Sozialdemokratische Partei Österreichs	S&D	M	1967-06-18 00:00:00	83879	8690076	2.2	349	['2 German']	federal parliamentary republic	18	Euro	Yes	2007	1995
0282572	Ivo BELET	Belgium	Christen-Democratisch & Vlaams	PPE	M	1959-06-07 00:00:00	30528	11311117	1.7	422	['4 Dutch', '3 French', '2 German']	federal parliamentary constitutional monarchy	21	Euro	Yes	1995	1958
0282661	Sophia in 't VELD	Netherlands	Democraten 66	ALDE	F	1963-09-13 00:00:00	41542	16979120	3.3	697	['4 Dutch']	parliamentary constitutional monarchy	26	Euro	Yes	1995	1958
0282692	Jerzy BUZEK	Poland	Platforma Obywatelska	PPE	M	1940-07-03 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0282763	Laima Liucija ANDRIKIENĖ	Lithuania	Tėvynės sąjunga-Lietuvos krikščionys demokratai	PPE	F	1958-01-01 00:00:00	65286	2888558	0.6	39	['15 Lithuanian']	parliamentary republic	11	Euro	Yes	2007	2004
0282842	Barbara KUDRYCKA	Poland	Platforma Obywatelska	PPE	F	1956-01-22 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0282882	Jan OLBRYCHT	Poland	Platforma Obywatelska	PPE	M	1952-09-21 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0282922	Inés AYALA SENDER	Spain	Partido Socialista Obrero Español	S&D	F	1957-03-28 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0282973	Jacek SARYUSZ-WOLSKI	Poland	Platforma Obywatelska	NI	M	1948-09-19 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0282974	Jacek SARYUSZ-WOLSKI	Poland	Platforma Obywatelska	PPE	M	1948-09-19 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0282982	Iratxe GARCÍA PÉREZ	Spain	Partido Socialista Obrero Español	S&D	F	1974-10-07 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0283012	Tadeusz ZWIEFKA	Poland	Platforma Obywatelska	PPE	M	1954-12-28 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0283062	Ana GOMES	Portugal	Partido Socialista	S&D	F	1954-02-09 00:00:00	92226	10341330	2	185	['17 Portuguese']	semi-presidential republic	21	Euro	Yes	1995	1986
0283072	Francisco ASSIS	Portugal	Partido Socialista	S&D	M	1965-01-08 00:00:00	92226	10341330	2	185	['17 Portuguese']	semi-presidential republic	21	Euro	Yes	1995	1986
0283082	Elisa FERREIRA	Portugal	Partido Socialista	S&D	F	1955-10-17 00:00:00	92226	10341330	2	185	['17 Portuguese']	semi-presidential republic	21	Euro	Yes	1995	1986
0283141	Anneli JÄÄTTEENMÄKI	Finland	Suomen Keskusta	ALDE	F	1955-02-11 00:00:00	338440	5487308	1.1	214	['10 Finnish', '22 Swedish']	parliamentary republic	13	Euro	Yes	2001	1995
0283161	Hannu TAKKULA	Finland	Suomen Keskusta	ALDE	M	1963-11-20 00:00:00	338440	5487308	1.1	214	['10 Finnish', '22 Swedish']	parliamentary republic	13	Euro	Yes	2001	1995
0283311	Jaromír KOHLÍČEK	Czech Republic	Komunistická strana Čech a Moravy	GUE/NGL	M	1953-02-23 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
0283343	Urszula KRUPA	Poland	Independent	ECR	F	1949-10-20 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0283404	Patrizia TOIA	Italy	Partito Democratico	S&D	F	1950-03-17 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0283415	Mirosław PIOTROWSKI	Poland	Niezależny	ECR	M	1966-01-09 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0283463	Mercedes BRESSO	Italy	Partito Democratico	S&D	F	1944-07-12 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0283532	Anna Elżbieta FOTYGA	Poland	Prawo i Sprawiedliwość	ECR	F	1957-01-12 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0283654	Pier Antonio PANZERI	Italy	Partito Democratico	S&D	M	1955-06-06 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0283655	Pier Antonio PANZERI	Italy	Articolo UNO – Movimento Democratico e Progressista	S&D	M	1955-06-06 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0283725	Ryszard CZARNECKI	Poland	Prawo i Sprawiedliwość	ECR	M	1963-01-25 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0283773	Lidia Joanna GERINGER de OEDENBERG	Poland	Bezpartyjna	S&D	F	1957-09-12 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0283792	Adam GIEREK	Poland	Unia Pracy	S&D	M	1938-04-17 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0283893	Zbigniew KUŹMIUK	Poland	Prawo i Sprawiedliwość	ECR	M	1956-09-19 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0283902	Pilar del CASTILLO VERA	Spain	Partido Popular	PPE	F	1952-07-31 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0283932	Luis de GRANDES PASCUAL	Spain	Partido Popular	PPE	M	1945-01-27 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0283943	Dariusz ROSATI	Poland	Platforma Obywatelska	PPE	M	1946-08-08 00:00:00	312679	37967209	7.4	424	['16 Polish']	parliamentary republic	51	PLN	Yes	2007	2004
0283972	Agustín DÍAZ DE MERA GARCÍA CONSUEGRA	Spain	Partido Popular	PPE	M	1947-09-27 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0283982	Carlos ITURGAIZ	Spain	Partido Popular	PPE	M	1965-10-20 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0283992	Antonio LÓPEZ-ISTÚRIZ WHITE	Spain	Partido Popular	PPE	M	1970-04-01 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0284002	Francisco José MILLÁN MON	Spain	Partido Popular	PPE	M	1955-03-08 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0284045	Matteo SALVINI	Italy	Lega Nord	ENF	M	1973-03-09 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0284046	Matteo SALVINI	Italy	Lega Nord	NI	M	1973-03-09 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0284243	Tunne KELAM	Estonia	Erakond Isamaa ja Res Publica Liit	PPE	M	1936-07-10 00:00:00	45227	1315944	0.3	21	['9 Estonian']	parliamentary republic	6	Euro	Yes	2007	2004
0284294	Alessandra MUSSOLINI	Italy	Forza Italia	PPE	F	1962-12-30 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0284295	Alessandra MUSSOLINI	Italy	Forza Italia	NI	F	1962-12-30 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0284296	Alessandra MUSSOLINI	Italy	Forza Italia	PPE	F	1962-12-30 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0284512	Lorenzo CESA	Italy	Unione di Centro	PPE	M	1951-08-16 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0284814	Sajjad KARIM	United Kingdom	Conservative Party	ECR	M	1970-07-11 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0284973	Gerard BATTEN	United Kingdom	United Kingdom Independence Party	EFDD	M	1954-03-27 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0285081	Alyn SMITH	United Kingdom	Scottish National Party	Verts/ALE	M	1973-09-15 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0285862	Dimitrios PAPADIMOULIS	Greece	Coalition of the Radical Left	GUE/NGL	M	1955-03-21 00:00:00	131957	10750000	2.1	176	['7 Greek']	parliamentary republic	21	Euro	Yes	2000	1981
0286153	Roberts ZĪLE	Latvia	"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK"""	ECR	M	1958-06-20 00:00:00	64573	1968957	0.4	25	['14 Latvian']	parliamentary republic	8	Euro	Yes	2007	2004
0286175	Inese VAIDERE	Latvia	"Partija ""VIENOTĪBA"""	PPE	F	1952-09-03 00:00:00	64573	1968957	0.4	25	['14 Latvian']	parliamentary republic	8	Euro	Yes	2007	2004
0286182	Valdis DOMBROVSKIS	Latvia	"Partija ""VIENOTĪBA"""	PPE	M	1971-08-05 00:00:00	64573	1968957	0.4	25	['14 Latvian']	parliamentary republic	8	Euro	Yes	2007	2004
0286193	Tatjana ŽDANOKA	Latvia	Latvijas Krievu savienība	Verts/ALE	F	1950-05-08 00:00:00	64573	1968957	0.4	25	['14 Latvian']	parliamentary republic	8	Euro	Yes	2007	2004
0295792	Marc TARABELLA	Belgium	Parti Socialiste	S&D	M	1963-03-11 00:00:00	30528	11311117	1.7	422	['4 Dutch', '3 French', '2 German']	federal parliamentary constitutional monarchy	21	Euro	Yes	1995	1958
0301901	Louis ALIOT	France	Front national	ENF	M	1969-09-04 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0301902	Louis ALIOT	France	Front national	NI	M	1969-09-04 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0304822	Younous OMARJEE	France	L'union pour les Outremer	GUE/NGL	M	1969-09-30 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0335692	Syed KAMALL	United Kingdom	Conservative Party	ECR	M	1967-02-15 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0339823	Marian-Jean MARINESCU	Romania	Partidul Democrat-Liberal	PPE	M	1952-08-11 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0339824	Marian-Jean MARINESCU	Romania	Partidul Naţional Liberal	PPE	M	1952-08-11 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0339842	Ioan Mircea PAŞCU	Romania	Partidul Social Democrat	S&D	M	1949-02-17 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0339892	Daciana Octavia SÂRBU	Romania	Partidul Social Democrat	S&D	F	1977-01-15 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0339972	Corina CREȚU	Romania	Partidul Social Democrat	S&D	F	1967-06-24 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0342491	Filiz HYUSMENOVA	Bulgaria	Movement for Rights and Freedoms	ALDE	F	1966-06-10 00:00:00	110370	7153784	1.4	47	['5 Bulgarian']	parliamentary republic	17	BGN	No	-	2007
0342501	Nedzhmi ALI	Bulgaria	Movement for Rights and Freedoms	ALDE	M	1972-07-16 00:00:00	110370	7153784	1.4	47	['5 Bulgarian']	parliamentary republic	17	BGN	No	-	2007
0347282	Matthias GROOTE	Germany	Sozialdemokratische Partei Deutschlands	S&D	M	1973-10-21 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0351351	Daniel DALTON	United Kingdom	Conservative Party	ECR	M	1974-01-31 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0357432	Dame Glenis WILLMOTT	United Kingdom	Labour Party	S&D	F	1951-03-04 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
0363924	Aldo PATRICIELLO	Italy	Forza Italia	PPE	M	1957-09-27 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0372291	Kati PIRI	Netherlands	Partij van de Arbeid	S&D	F	1979-04-08 00:00:00	41542	16979120	3.3	697	['4 Dutch']	parliamentary constitutional monarchy	26	Euro	Yes	1995	1958
0373122	Christel SCHALDEMOSE	Denmark	Socialdemokratiet	S&D	F	1967-08-04 00:00:00	42924	5707251	1.1	277	['8 Danish']	parliamentary constitutional monarchy	13	DKK	Yes	2001	1973
0373242	Adina-Ioana VĂLEAN	Romania	Partidul Naţional Liberal	PPE	F	1968-02-16 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0374483	Eduard-Raul HELLVIG	Romania	Partidul Naţional Liberal	PPE	M	1974-10-27 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0383982	Esther de LANGE	Netherlands	Christen Democratisch Appèl	PPE	F	1975-02-19 00:00:00	41542	16979120	3.3	697	['4 Dutch']	parliamentary constitutional monarchy	26	Euro	Yes	1995	1958
0384202	Cristian-Silviu BUŞOI	Romania	Partidul Naţional Liberal	PPE	M	1978-03-01 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0385111	Georg MAYER	Austria	Freiheitliche Partei Österreichs	ENF	M	1973-10-12 00:00:00	83879	8690076	2.2	349	['2 German']	federal parliamentary republic	18	Euro	Yes	2007	1995
0385112	Georg MAYER	Austria	Freiheitliche Partei Österreichs	NI	M	1973-10-12 00:00:00	83879	8690076	2.2	349	['2 German']	federal parliamentary republic	18	Euro	Yes	2007	1995
0385962	Elisabeth MORIN-CHARTIER	France	Union pour un Mouvement Populaire	PPE	F	1947-10-10 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0385963	Elisabeth MORIN-CHARTIER	France	Les Républicains	PPE	F	1947-10-10 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0386012	Vladimir URUTCHEV	Bulgaria	Citizens for European Development of Bulgaria	PPE	M	1954-10-01 00:00:00	110370	7153784	1.4	47	['5 Bulgarian']	parliamentary republic	17	BGN	No	-	2007
0386053	Iliana IOTOVA	Bulgaria	Bulgarian Socialist Party	S&D	F	1964-10-24 00:00:00	110370	7153784	1.4	47	['5 Bulgarian']	parliamentary republic	17	BGN	No	-	2007
0397112	Victor BOŞTINARU	Romania	Partidul Social Democrat	S&D	M	1952-05-17 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0397131	Renate WEBER	Romania	Partidul Naţional Liberal	ALDE	F	1955-08-03 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0397133	Renate WEBER	Romania	Independent	ALDE	F	1955-08-03 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0397172	Ramona Nicole MĂNESCU	Romania	Partidul Naţional Liberal	PPE	F	1972-12-06 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0397214	Theodor Dumitru STOLOJAN	Romania	Partidul Democrat-Liberal	PPE	M	1943-10-24 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0397215	Theodor Dumitru STOLOJAN	Romania	Partidul Naţional Liberal	PPE	M	1943-10-24 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0397243	Csaba SÓGOR	Romania	Uniunea Democrată Maghiară din România	PPE	M	1964-05-12 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0397252	Iuliu WINKLER	Romania	Uniunea Democrată Maghiară din România	PPE	M	1964-03-14 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0397265	László TŐKÉS	Hungary	Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt	PPE	M	1952-04-01 00:00:00	93011	9830485	1.9	112	['11 Hungarian']	parliamentary republic	21	HUF	Yes	2007	2004
0402241	Andi CRISTEA	Romania	Partidul Social Democrat	S&D	M	1982-01-05 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0405992	Sirpa PIETIKÄINEN	Finland	Kansallinen Kokoomus	PPE	F	1959-04-19 00:00:00	338440	5487308	1.1	214	['10 Finnish', '22 Swedish']	parliamentary republic	13	Euro	Yes	2001	1995
0587583	Elisabetta GARDINI	Italy	Forza Italia	PPE	F	1956-06-03 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0587891	Jan HUITEMA	Netherlands	Volkspartij voor Vrijheid en Democratie	ALDE	M	1984-07-05 00:00:00	41542	16979120	3.3	697	['4 Dutch']	parliamentary constitutional monarchy	26	Euro	Yes	1995	1958
0727751	Rachida DATI	France	Union pour un Mouvement Populaire	PPE	F	1965-11-27 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0727752	Rachida DATI	France	Les Républicains	PPE	F	1965-11-27 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0727791	Nadine MORANO	France	Union pour un Mouvement Populaire	PPE	F	1963-11-06 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0727792	Nadine MORANO	France	Les Républicains	PPE	F	1963-11-06 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0841751	Petr MACH	Czech Republic	Strana svobodných občanů	EFDD	M	1975-05-06 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
0888821	Victor NEGRESCU	Romania	Partidul Social Democrat	S&D	M	1985-08-17 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0901101	Carolina PUNSET	Spain	Ciudadanos – Partido de la Ciudadanía	ALDE	F	1971-01-05 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0936242	Ulrike RODUST	Germany	Sozialdemokratische Partei Deutschlands	S&D	F	1949-06-04 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0942822	Jean-Paul DENANOT	France	Parti socialiste	S&D	M	1944-04-24 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0950741	Jeroen LENAERS	Netherlands	Christen Democratisch Appèl	PPE	M	1984-04-29 00:00:00	41542	16979120	3.3	697	['4 Dutch']	parliamentary constitutional monarchy	26	Euro	Yes	1995	1958
0952812	Viorica DĂNCILĂ	Romania	Partidul Social Democrat	S&D	F	1963-12-16 00:00:00	238397	19710000	3.81	170	['18 Romanian']	semi-presidential republic	32	RON	No	-	2007
0962721	Pavel SVOBODA	Czech Republic	Křesťanská a demokratická unie - Československá strana lidová	PPE	M	1962-04-09 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
0966034	Nessa CHILDERS	Ireland	Independent	S&D	F	1956-10-09 00:00:00	69797	4724720	0.9	266	[]	parliamentary republic	11	Euro	No	-	1973
0966461	Helmut SCHOLZ	Germany	DIE LINKE.	GUE/NGL	M	1954-06-21 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0966481	Philippe LAMBERTS	Belgium	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Verts/ALE	M	1963-03-14 00:00:00	30528	11311117	1.7	422	['4 Dutch', '3 French', '2 German']	federal parliamentary constitutional monarchy	21	Euro	Yes	1995	1958
0966511	Eduard KUKAN	Slovakia	Slovenská demokratická a kresťanská únia - Demokratická strana	PPE	M	1939-12-26 00:00:00	49035	5426252	1.1	81	['19 Slovak']	parliamentary republic	13	Euro	Yes	2007	2004
0966512	Eduard KUKAN	Slovakia	Independent	PPE	M	1939-12-26 00:00:00	49035	5426252	1.1	81	['19 Slovak']	parliamentary republic	13	Euro	Yes	2007	2004
0966551	Monika SMOLKOVÁ	Slovakia	SMER-Sociálna demokracia	S&D	F	1956-10-06 00:00:00	49035	5426252	1.1	81	['19 Slovak']	parliamentary republic	13	Euro	Yes	2007	2004
0966561	Boris ZALA	Slovakia	SMER-Sociálna demokracia	S&D	M	1954-12-09 00:00:00	49035	5426252	1.1	81	['19 Slovak']	parliamentary republic	13	Euro	Yes	2007	2004
0966611	Krisztina MORVAI	Hungary	Jobbik Magyarországért Mozgalom	NI	F	1963-06-22 00:00:00	93011	9830485	1.9	112	['11 Hungarian']	parliamentary republic	21	HUF	Yes	2007	2004
0966632	Morten MESSERSCHMIDT	Denmark	Dansk Folkeparti	ECR	M	1980-11-13 00:00:00	42924	5707251	1.1	277	['8 Danish']	parliamentary constitutional monarchy	13	DKK	Yes	2001	1973
0966681	Seán KELLY	Ireland	Fine Gael Party	PPE	M	1952-04-26 00:00:00	69797	4724720	0.9	266	[]	parliamentary republic	11	Euro	No	-	1973
0966701	Louis MICHEL	Belgium	Mouvement Réformateur	ALDE	M	1947-09-02 00:00:00	30528	11311117	1.7	422	['4 Dutch', '3 French', '2 German']	federal parliamentary constitutional monarchy	21	Euro	Yes	1995	1958
0966721	Marita ULVSKOG	Sweden	Arbetarepartiet- Socialdemokraterna	S&D	F	1951-09-04 00:00:00	438574	9851017	1.9	462	['22 Swedish']	parliamentary constitutional monarchy	20	SEK	Yes	2001	1995
0966731	Olle LUDVIGSSON	Sweden	Arbetarepartiet- Socialdemokraterna	S&D	M	1948-10-28 00:00:00	438574	9851017	1.9	462	['22 Swedish']	parliamentary constitutional monarchy	20	SEK	Yes	2001	1995
0966742	Anna Maria CORAZZA BILDT	Sweden	Moderaterna	PPE	F	1963-03-10 00:00:00	438574	9851017	1.9	462	['22 Swedish']	parliamentary constitutional monarchy	20	SEK	Yes	2001	1995
0966761	Christian ENGSTRÖM	Sweden	Piratpartiet	Verts/ALE	M	1960-02-09 00:00:00	438574	9851017	1.9	462	['22 Swedish']	parliamentary constitutional monarchy	20	SEK	Yes	2001	1995
0966772	Cecilia WIKSTRÖM	Sweden	Liberalerna	ALDE	F	1965-10-17 00:00:00	438574	9851017	1.9	462	['22 Swedish']	parliamentary constitutional monarchy	20	SEK	Yes	2001	1995
0966801	Zigmantas BALČYTIS	Lithuania	Lietuvos socialdemokratų partija	S&D	M	1953-11-16 00:00:00	65286	2888558	0.6	39	['15 Lithuanian']	parliamentary republic	11	Euro	Yes	2007	2004
0966811	Vilija BLINKEVIČIŪTĖ	Lithuania	Lietuvos socialdemokratų partija	S&D	F	1960-03-03 00:00:00	65286	2888558	0.6	39	['15 Lithuanian']	parliamentary republic	11	Euro	Yes	2007	2004
0966841	Liisa JAAKONSAARI	Finland	Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti	S&D	F	1945-09-02 00:00:00	338440	5487308	1.1	214	['10 Finnish', '22 Swedish']	parliamentary republic	13	Euro	Yes	2001	1995
0966942	Rolandas PAKSAS	Lithuania	Partija Tvarka ir teisingumas	EFDD	M	1956-06-10 00:00:00	65286	2888558	0.6	39	['15 Lithuanian']	parliamentary republic	11	Euro	Yes	2007	2004
